timestamp,src_mac,dst_mac,eth_type,src_ip,dst_ip,protocol,src_port,dst_port,label
1778256368.1085517,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.109639,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1098824,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1101067,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1112432,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1114678,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1116953,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1119046,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1121104,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1123226,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1125255,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1126752,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.11282,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.139049,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1394184,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1398046,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1399448,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1400733,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.140501,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1406636,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1408143,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1671278,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.1831505,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.1965365,00:00:00:00:00:01,33:33:ff:00:00:01,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1996996,00:00:00:00:00:05,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.200246,00:00:00:00:00:06,00:00:00:00:00:05,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.2007842,00:00:00:00:00:05,00:00:00:00:00:06,2048,10.0.3.1,10.0.3.2,1,N/A,N/A,0
1778256368.201376,00:00:00:00:00:06,00:00:00:00:00:05,2048,10.0.3.2,10.0.3.1,1,N/A,N/A,0
1778256368.2081409,00:00:00:00:00:06,00:00:00:00:00:05,2048,10.0.3.2,10.0.3.1,1,N/A,N/A,0
1778256368.2086842,00:00:00:00:00:05,00:00:00:00:00:06,2048,10.0.3.1,10.0.3.2,1,N/A,N/A,0
1778256368.2626908,00:00:00:00:00:06,33:33:ff:00:00:06,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.2706103,00:00:00:00:00:06,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.3405366,00:00:00:00:00:05,33:33:ff:00:00:05,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.3782117,00:00:00:00:00:02,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.382789,00:00:00:00:00:03,33:33:ff:00:00:03,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.517694,00:00:00:00:00:02,33:33:ff:00:00:02,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.5232139,e2:29:00:57:a8:96,33:33:ff:57:a8:96,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.5885031,e2:29:00:57:a8:96,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.655625,00:00:00:00:00:04,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.720654,00:00:00:00:00:04,33:33:ff:00:00:04,34525,N/A,N/A,N/A,N/A,N/A,0
