timestamp,src_mac,dst_mac,eth_type,src_ip,dst_ip,protocol,src_port,dst_port,label
1778256368.1085386,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1095107,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1097434,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.109953,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.111117,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.11128,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1114275,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1116006,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1117547,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1118994,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.112042,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.112186,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1123784,00:00:00:00:00:01,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1390493,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1394193,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1398208,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1399584,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1400852,76:20:6e:3a:2d:52,33:33:ff:3a:2d:52,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1405735,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1407976,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.140992,00:00:00:00:00:05,33:33:00:00:00:16,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.1664348,00:00:00:00:00:01,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.18244,00:00:00:00:00:03,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.1830392,00:00:00:00:00:04,00:00:00:00:00:03,2054,N/A,N/A,N/A,N/A,N/A,0
1778256368.1835527,00:00:00:00:00:03,00:00:00:00:00:04,2048,10.0.2.1,10.0.2.2,1,N/A,N/A,0
1778256368.184097,00:00:00:00:00:04,00:00:00:00:00:03,2048,10.0.2.2,10.0.2.1,1,N/A,N/A,0
1778256368.1903358,00:00:00:00:00:04,00:00:00:00:00:03,2048,10.0.2.2,10.0.2.1,1,N/A,N/A,0
1778256368.190955,00:00:00:00:00:03,00:00:00:00:00:04,2048,10.0.2.1,10.0.2.2,1,N/A,N/A,0
1778256368.1957796,00:00:00:00:00:01,33:33:ff:00:00:01,34525,N/A,N/A,N/A,N/A,N/A,0
1778256368.2003202,00:00:00:00:00:05,ff:ff:ff:ff:ff:ff,2054,N/A,N/A,N/A,N/A,N/A,0
